content,label
 and existing customers..,-1
 Establish sales objectives by forecasting and developing monthly,-1
 quarterly,-1
 annual sales.,-1
 quotas for region and territories.,-1
 Projecting expected sale volume and profit for existing and new.,-1
 products..     Closely monitor and interpret the competition activities and use the market information to fine.,-1
 tune future strategy.,-1
 Manage various incentive compensation programs,-1
 created motivation plan design,-1
 organize.,-1
 events at out skirts.,-1
 https://www.indeed.com/r/Naveed-Chaus/d304899a7c4faff3 isid rex-download ikw download-top co IN.,-1
 Meeting Sales Goals,-1
 Negotiation,-1
 Selling to Customer Needs,-1
 Motivation for Sales,-1
 Sales.,-1
 Planning,-1
 Building Relationships,-1
 Coaching,-1
 Managing Processes,-1
 Market Knowledge,-1
 Developing.,-1
 Budgets,-1
 Staffing.,-1
 Etc..     B2B -corporate sale -vendor employment,-1
 vendor management and generate business through.,-1
 them..,-1
 Ensure to track,-1
 measure,-1
 report and evaluate vendor performance.,-1
 Identify and implement continuously enhance efficiencies associated with vendor management.,-1
 plus produce fulfillment.,2
 Participate to formulate workflow processes,-1
 methods and policies for applying vendors.. .,-1
 Mumbai as Assistant Manager,-1
 Sales.,-1
 MERU cabs company pvt.ltd -  MERU,-1
 JHARKHAND,-1
 IN -.,-1
 April 2014 to February 2016. .,-1
 India s first and Largest Radio Taxi Service Providing Company).,-1
 Role:.,-1
 Overall responsibility of sales Department Mumbai and report to DGM of Mumbai..,-1
 Heading and motivating the entire sales team of 15 subordinate and responsible for looking.,-1
 after more than 2100 vehicles,-1
 focus to be make maximum cabs to be on road..,2
 Determining individual and team sales goals,-1
 conducting daily and weekly sales meetings with.,-1
 sales staff and Allocating territories of overall Mumbai..     Track over inventory management and responsible to evaluate supply  prepare documentation,-1
.,-1
 overall new vehicle and driver enrollment process..,-1
 Arranging for the induction and training off all new staff,-1
 chauffer s and service providers.,-1
 Work effectively with internal support departments (Marketing,-1
 Professional Services,-1
 and.,-1
 Product Development) to develop effective sales strategies that promote sales to new and.,-1
 existing customers..     Compiling and analyzing sales and performance reports for DGM and General Manager.,-1
 Involved.,-1
 in the development of marketing strategies for the company and overhauling internal sales.,-1
 procedures to increase conversions of leads..     Planning,-1
 implementing of sale brand new cabs,-1
 used cabs to chauffer s in an authentic schemes.,-1
 called QAC/Q-DCO.,-1
 Responsibilities ranged from handling key clients including quality,-1
 customer service,-1
 dues.,-1
 recovery and day-to-day affairs of running operations throughout Mumbai..,-1
 Responsible for handling the administration affairs of the company and day-to-day activities.,-1
 related to drivers..,-1
 Meetings with vendors of tours and travels,-1
 convince them to attach their hatchback/sedan/.,-1
 SUV cabs to company under the brand Meru Genie and Meru Flexi.,-1
 Highlight:.,-1
 CEO excellence award for the year 2014..,-1
 Team excellence award for the year 2015.,-1
 Promoted as Quality Manager through IJP Company Policy.. .,-1
 WORK EXPERIENCE.,-1
 Assistant Sales Manager.,-1
 HDFC- Life -  Latur,-1
 Maharashtra -.,-1
 July 2013 to February 2014. .,-1
 Role:.,-1
 Building strong team of FC,-1
 prepare them for the IRDA examination..,-1
 Train FC effectively and make them able to understand,2
 identify customer needs and explain.,-1
 about different insurance product accordingly..     Proficiency in generating new customers with sourcing business from various channels such as.,-1
 referred leads,-1
 cold calls   data collection..,-1
 Ensuring every FC qualify for each months contest and earn reward beyond his expectations..,-1
 Supporting the Reporting Manager for promotional activities,-1
 campaigning and seminar.,-1
 presentations.,-1
 Generating the business through FC,-1
 tracking on all,-1
 FC daily sales report,-1
 call records,-1
 Updating.,-1
 sales diary,-1
 DSR and MIS on daily basis.,-1
 Scheduling FC meets for product  contest and reviewing updates of every FC..     Planning and scheduling individual /team targets to achieve preset goals within time,-1
 quality.,-1
 and cost parameters.. .,-1
 Highlights:.,-1
 Qualified for Dec  13 contest by achieving 100+ Targets.,-1
 Rewarded by Rey-Ban glasses for better recruitment.,-1
 Award of excellence for outstanding campaigning.,-1
 Store Manager.,-1
 Next Retail India Ltd -  Thane,-1
 Maharashtra -.,-1
 February 2012 to July 2013. .,-1
 Thane).,-1
 Role:.,-1
 Lead   directed a team of 36 members in Store,-1
 Handled three store COCO for the.,-1
 Aurangabad region- Nanded and Latur.,-1
 Managed the store of 10200 sq ft. at Korum Mall (it is flagship store),-1
 Thane.,-1
 Coordinated with Branch Supply Chain Management Team to ensure the supply of merchandise.,2
 to store and to customers from the warehouse as per the demand  within time framework..,-1
 Leading,-1
 training   monitoring the performance of team members to ensure efficiency in.,-1
 sales operation and meeting individual and organizational targets   assuring smooth daily retail.,-1
 store operations.,-1
 Handling shop -floor interactions with customers for effective resolution of grievances and.,-1
 obtain feedback.,-1
 Maximizing customer satisfaction matrices by providing pre   post sale assistance and.,-1
 achieving delivery and service quality norms..,-1
 Guiding team for store presentation,-1
 stacking,-1
 window display,-1
 singes,-1
 hand-outs and.,-1
 packaging.,-1
 Oversee the continuous catchments and competition analysis in terms of price and range.,-1
 benchmarking.,-1
 Responsible for P L,-1
 budgeting,-1
 allocation and last mile resource utilization with focus on.,-1
 productivity and efficacy,-1
 process adherence..,-1
 Highlight:.,-1
 Received Appreciation Certificate for 100  achievement for consecutive 4months (Latur store).,-1
 Achieved 157  of the target in Festival Season in 2011. .,-1
 Received promotion twice along increment in CTC by achieving overall targets and meeting.,-1
 expected performance.,-1
 Qualified for trip to Dubai in April  12 contest launched by Videocon Brand by achieving 100+.,-1
 Targets.,-1
 PREVIOUS EXPERIENCE.,-1
 Area Controller.,-1
 Next Retail India Ltd -  Aurangabad,-1
 Maharashtra -.,-1
 July 2011 to February 2012. .,-1
 Store Manager.,-1
 Aurangabad,-1
 Maharashtra -.,-1
 August 2010 to July 2011. .,-1
 Sales Coordinator.,-1
 Maharashtra Knowledge Corporation Ltd.,-1
 Latur as Sales Coordinator -  Latur,-1
 Maharashtra -.,-1
 December 2004 to October 2007. .,-1
 worked as sales coordinator.,-1
 Sales Coordinator.,-1
 Maharashtra Knowledge Corporation Ltd -  Latur,-1
 Maharashtra -.,-1
 December 2004 to October 2007. .,-1
 Highlight: Bagged grade  A  for assigned area as per the survey MKCL for excellent performance.,-1
 in Mar  05. .,-1
 EDUCATION.,-1
 Doctorate in management studies.,-1
 Eminent institute of Management   Technology.,-1
 2014. .,-1
 MBA in Business Management   Marketing Management.,-1
 MIT College of Management -  Pune,-1
 Maharashtra.,-1
 2010. .,-1
 B.Sc.,-1
 in Computer Science.,-1
 Swami Ramanandteerth Marathwada University -  Nanded,-1
 Maharashtra.,-1
 2008. .,-1
 SKILLS.,-1
 MS office (8 years),-1
 OPERATIONS (8 years),-1
 vendor management,-1
 retail sales,-1
 Channel Sales,-1
.,-1
 team management.,-1
 ADDITIONAL INFORMATION.,-1
 PROFILE SUMMARY.,-1
 I am an MBA graduate from MIT- B school,-1
 Pune with 8 years of substantial experience in sales.,-1
 marketing,-1
 Team.,-1
 Management,-1
 channel development key account management,-1
 customer acquisition,-1
 corporate.,-1
 sale,-1
 Retail operations,-1
 Business development and inventory management .,-1
 My strength lies in having a business acumen focusing on details,-1
 operational efficiency,-1
.,-1
 execution excellence,-1
 building excellent teams to deliver,-1
 vendor management,-1
 and developing.,-1
 strong relationships with partners   vendors for the benefit of business and ensures results.,-1
 beyond expectations.. .,-1
 Leveraging in-depth knowledge of sales,-1
 retail operations,-1
 customer service and general.,-1
 management landscape to significantly increase revenue and operational efficiency.,-1
 Strong sales.,-1
 management,-1
 vendor management,-1
 communication,-1
 interpersonal and customer service skills..,-1
 Excellent team builder and motivator with superior work ethics,-1
 service delivery,-1
 operating.,-1
 methods,-1
 renewed marketing directions and incentive driven rewards for team achievement..,-1
 Effective analyst and problems solver with ability to pre-empt issues with minimal negative.,-1
 impacts.. .,-1
 CORE COMPETENCIES .,-1
 Designing   implementing sales plans and new product concepts to generate increased.,-1
 sales for achievement of revenue targets.,-1
 Establishing new stores from scratch through props to enhance store display,2
 stocks,-1
 visual.,-1
 merchandising,-1
 etc..,-1
 Maximizing customer satisfaction level by on time delivery,-1
 monitoring customer complaints.,-1
 and providing efficient services .,-1
 Interfacing with cross-functional departments for drafting procurement plans of various.,-1
 products  handling budget and planning the funds for procurement   sourcing of materials .,-1
 Handling marketing operations for achieving increased growth and profitability  initiating.,-1
 market development techniques,-1
Mukesh Gind.,-1
 Regional Sales Manager - Ingram Micro India Pvt.,-1
 Ltd. .,-1
 Thane,-1
 Maharashtra - Email me on Indeed: indeed.com/r/Mukesh-Gind/ba8ca612e565883f.,-1
 Over 16 years of total experience in Strategic Planning,-1
 Sales   Marketing,-1
 Business.,-1
 Development,-1
.,-1
 Channel Management,-1
 Profit Centre Management,-1
 Client Relationship Management and Team.,-1
 Management in Telecom,-1
 FMCG,-1
 Specialised Product Group,-1
 Luxury Brands and Service Sector.,-1
 Adept in managing business operations with focus on top-line   bottom-line performance.,-1
 and expertise in determining company s mission   strategic direction as conveyed through.,-1
 policies   corporate objectives..     Strong organizer,-1
 motivator,-1
 team player and a decisive leader with successful track record in.,-1
 directing from original concept through implementation to handle diverse market dynamics..     An enterprising leader with proven abilities in leading teams towards the achievement of.,-1
 organisational goals and industry best practices..     An effective communicator with excellent relationship building   interpersonal skills.. Strong analytical,-1
 problem solving   organizational abilities..     Areas of Excellence include:.,-1
 - Strategic   Tactical Planning - Profit Centre Operations - Business Development.,-1
 - Marketing   Sales - Channel Management - Relationship Management.,-1
 - Client Servicing - Sales Promotions - Team Management.,-1
 WORK EXPERIENCE.,-1
 Regional Sales Manager.,-1
 Ingram Micro India Pvt.,-1
 Ltd -.,-1
 August 2017 to Present.,-1
 Accountabilities:.,-1
 Distribution Network Management- General Trade - South/Central/North Gujarat.,-1
 Saurashtra-Kutch region- Total 14 RDS..,-1
 Handled Brands LENOVO,-1
 MOTOROLA,-1
 V7 ACCESSORIES,-1
 TARGUS,-1
 SHARP AIR PURIFIERS..,-1
 Team Management- Handling a team of 7 ASM s..     DTR - 12 DTR s,-1
 Directly Managing   Handling Top retailers of the region..     Revenue- To drive sales   achieve Revenue as per the Targets..,-1
 Gross Margin- Ensuring Gross Margin   profitability..     Stock Management- Model Wise Planning   Ageing..     BG- Bank Guarantee from Partners..     NDC - Providing timely NDC from RDS/DTR s..     Secondary- Secondary Sales drive through ASM s   Partner FOS team,-1
 placement of all.,-1
 models @ Retail stores   DTR outlets..     Sell-out- Promoter placement,-1
 Visibility   productivity..     Scheme- to run the Monthly scheme provided by Vendor   internal team and timely claim.,-1
 settlement of the Partners..     Distribution Gaps - To cover the distribution gaps by appointing new partners to grow and.,-1
 develop business.. .,-1
 https://www.indeed.com/r/Mukesh-Gind/ba8ca612e565883f isid rex-download ikw download-top co IN.,-1
 Review- Regular Review with the internal team   with Partners.. .,-1
 Jio Centre Manager.,-1
 Reliance JioInfocomm Ltd -  Mumbai,-1
 Maharashtra -.,-1
 February 2015 to Present.,-1
 Mumbai.,-1
 Accountabilities:.,-1
 To Manage JIO Centre Operations for Top Line and Bottom Line,-1
 New Customer Acquisition and.,-1
 Retention Of Old Customers,-1
 Daily Routine Operations of Jio Centre,-1
 Effective Utilisation of Capital.,-1
 Expenditure and Operational Expenditure..,-1
 Managing   driving Business through GT,-1
 MT,-1
 Reliance Retail Format Stores,-1
 E-Commerce,-1
.,-1
 Enterprise  Outbound Digital Sales Specialist..     Handling Channel Management with Device Distributor- 01,-1
 Connectivity.,-1
 Distributor 02,-1
 Reliance Format Stores- 5 (Reliance Digital,-1
 Digital Xpress Mini,-1
.,-1
 RelianceFresh SahakariBhandar).,-1
 Handling a turnover of RS 1 CR per month (LYF Handsets) and 25000 per month Sim Card.,-1
 activations..     Handling a team of 50 team members,-1
 Mobility Sales Manager-1,-1
 Device Vertical-5,-1
 Connectivity.,-1
 Vertical-2,-1
 Finance Manager-1,-1
 Operations Team-3,-1
 Network Team-4,-1
 SCM Logistics-1,-1
 Device.,-1
 Repair Team-2,-1
 Back Office-1,-1
 FTTH Team-4,-1
 Enterprise Team-2  32 Outbound field.,-1
 Employees..     Strategize and implement action to launch Jio products and services as per the guidelines and.,-1
 mandate of State Head..,-1
 Ensuring achievement of targeted revenues,-1
 acquisitions and ARPUs by managing JIO Centre.,-1
 professionally and harmoniously..,-1
 Taking inputs from state functional team for trade promotions / engagements and marketing.,-1
 activities including R   R..     To co - ordinate with state supply chain and marketing team to develop the plan for servicing.,-1
 of channel partners which ensures adequate availability of merchandising material,-1
 inventory of.,-1
 handsets,-1
 WIFI and JIO FI Sales kit and demo devices..     To liaise with builders / housing complexes/ malls and other prospective customers,-1
 to create.,-1
 value proposition and guide the sales and distribution team in making direct sales pitch.. .,-1
 Mobility Manager.,-1
 TATA DOCOMO-TATA Teleservices Maharashtra Ltd -  Mumbai,-1
 Maharashtra -.,-1
 April 2013 to Present.,-1
 Mumbai.,-1
 Accountabilities:.,-1
 Channel Sales Management.,-1
 Handling a team of 09Channel Partner Sales in Enterprise- Top Corporate Vertical for TATA.,-1
 DOCOMO Wireless Products..     Driving the Wireless Sales- Photon,-1
 GSM,-1
 CDMA,-1
 Blackberry,-1
 and PRI through the Top Corporate.,-1
 Business.. .,-1
 Managing a Team of 40 FOS/Promoters..,-1
 Responsible for Achievement of Gross adds   Monthly Revenue Targets.,-1
 Identifying and networking with financially strong and reliable Channel Partners,-1
 resulting in.,-1
 deeper market penetration and reach..,-1
 Ensuring Manpower Recruitment,-1
 Training and Motivating the Sales Team..     Primary Billing of TATA DOCOMO Products to Channel Partners..,-1
 Incremental Revenue Market Share in Top Corporate Channel..     SAC- Sales Acquisition Cost Management.. .,-1
 Area Sales Manager - West.,-1
 Oneassist Consumer Solutions Pvt.,-1
 ltd -  Mumbai,-1
 Maharashtra -.,-1
 March 2014 to February 2015. .,-1
 Gujarat Region.,-1
 Verticals.,-1
 Modern Trade - Reliance Digitals,-1
 Reliance Digitals Xpress,-1
 TMS,-1
 Mobiliti World.,-1
 General Trade - Magnet,-1
 Paragon,-1
 Kings Electronics,-1
 Arcee Electronics.,-1
 Exclusive Stores- Apple Premium Reseller Stores,-1
 Lenovo Exclusive Stores.,-1
 Apple Service Centres- TSS Service Solutions,-1
 F1 Info Service Solutions.,-1
 Product Features- Insurance against Theft,-1
 Pickpocketing,-1
 Burglary,-1
 Accidental Damage,-1
 Liquid.,-1
 damage,-1
 Anti-Virus,-1
 Data Backup with premium services   hassle free claim settlement.,-1
 Sr. Lead Manager.,-1
 MTS-SistemaShyam Teleservices Ltd -  Mumbai,-1
 Maharashtra -.,-1
 April 2013 to April 2013. .,-1
 Mumbai.,-1
 Accountabilities:.,-1
 Channel Sales Management.,-1
 Handling Channel Sales in IT Retail Vertical for MTS MBLAZE Datacards  Smart Phones..     Driving the Datacard sales through LFR Chain outlets which include NEXT/KOHINOOR/.,-1
 SNEHANJALI/ARCEE/KINGS/GEONET/MALAIKA  SFR IT Outlets.,-1
 Managing a Team of 4 TM s  20 FOS/Promoters..,-1
 Responsible for Achievement of Gross adds for Datacards Prepaid   Post paid.,-1
 Identifying and networking with financially strong and reliable IT dealers/ channel partners,-1
.,-1
 resulting in deeper market penetration and reach..     OEM with Laptop Brands- HP/Acer/LENOVO/DELL/INTEL/AMD for Bundling of MTS Datacards.,-1
 Incremental Revenue Market Share in IT Channel..     SAC- Sales Acquisition Cost Management..,-1
 Generating Sales by developing existing accounts and adding new accounts.,-1
 Achievements.,-1
 Best IT Sales Certification for the Month of October 2011.,-1
 Highest Laptop Bundling of 80  in Mumbai Circle.,-1
 1st in Hallabol Activity with highest 101 Activations across all Verticals in Mumbai Circle held.,-1
 on 22nd Feb 2013.,-1
 Highest UAO-Unique Data Activating Outlets in IT Vertical across Mumbai.,-1
 Highest URO-Unique Recharging Outlets in IT Vertical across Mumbai.,-1
 Sales Representative.,-1
 Camlin Limited -  Mumbai,-1
 Maharashtra -.,-1
 January 2002 to July 2007. .,-1
 Mumbai.,-1
 Area Sales Manager.,-1
 ITZ Cash Card Ltd -  Mumbai,-1
 Maharashtra -.,-1
 2007 to 2007. .,-1
 Mumbai.,-1
 Accountabilities:.,-1
 Handling 12 Distributors across Central  Navi-Mumbai Geography..     Revenue Turnover of Rs.5 Cr.,-1
 per Month..     Planning logistics and local marketing activities..,-1
 Achieving Franchisee Targets.,-1
 Handling Team of 12 Sales Officer and Sales Executives..     Business Development in Sales and Franchisee.,-1
 EDUCATION.,-1
 MBA in Marketing.,-1
 K.J.,-1
 Somaiya Institute of Management and Research-Mumbai University -  Mumbai,-1
.,-1
 Maharashtra.,-1
 2005 to 2008. .,-1
 B COM.,-1
 Mumbai University -  Mumbai,-1
 Maharashtra.,-1
 2001. .,-1
 SKILLS.,-1
 EXCEL (Less than 1 year),5
 MS WORD (Less than 1 year),5
 SAP (Less than 1 year),-1
 WORD (Less.,2
 than 1 year).,-1
 ADDITIONAL INFORMATION.,-1
 IT SKILLS: Well versed with MS Word,2
 Excel,2
 Power Point,-1
 SAP and Basic.. .,-1
 PERSONAL DOSSIER.,-1
 Address: A-5,-1
 Ramdarshan CHS,-1
 Kopri Colony,-1
 Thane East- 400603.. .,-1
 Language Known: English,-1
 Hindi,-1
 Marathi,-1
 Gujarati and Sindhi..,-1
 Hobbies  Passion: Reading,-1
 Drawing,-1
 Cricket and Travelling,-1
Punit Raghav.,-1
 Sales Manager - Mukund Overseas - Magnum.,-1
 Thane,-1
 Maharashtra - Email me on Indeed: indeed.com/r/Punit-Raghav/f36e9e4d0857ac5b.,-1
 A competent professional with over 8 years of experience in:.,-1
 - Handling Dealer   Distributor - Business Development - Handling Projects.,-1
 - Architect   Interior Designer - Handling Carpenters   Contractors.,-1
 Core Functional Skills:.,-1
 Effectively meet deadlines,-1
 achieve targets and work under pressure..     Company success driven - passionate about company s product line..     Accounting-related computer literacy..     Supervising the performance of dealers / distributors with key emphasis on achieving revenue.,-1
 targets..,-1
 Excellent communication skills,-1
 written and verbal..,-1
 Effective presentation of complex issues..     High level of negotiation skills.. .,-1
 Willing to relocate to: Maharashtra - South india.,-1
 WORK EXPERIENCE.,-1
 Sales Manager.,-1
 Mukund Overseas - Magnum -  Mumbai,-1
 Maharashtra -.,-1
 August 2007 to Present.,-1
 Pune,-1
 Nashik,-1
 Kolhapur,-1
 Satara,-1
 Solapur,-1
 Nagpur,-1
 Aurangabad.. Andhra Pradesh - Hydrabad,-1
 Vijaywada,-1
 Guntur,-1
 Kakinada,-1
 Rajmandri,-1
 Vishakapattnam.. Karnataka - Belgaum,-1
 Hubli,-1
 Dhavangiri,-1
 Gulbarga,-1
 Shimoga,-1
 Chikmanglaur,-1
 Hassan,-1
 Manglore,-1
.,-1
 Banglore,-1
 Mandya,-1
 Mysore,-1
.,-1
 Kerala - Thallseri,-1
 Calicut,-1
 Trissur,-1
 Ernakulam,-1
 Kolam,-1
 Trivendrapuram,-1
 Kannur,-1
 Changnacheri.. Tamil Nadu - Chennai,-1
 Selam,-1
 Erode,-1
 Trichypalli,-1
 Trivenvelli,-1
 Madurai,-1
 Coimbatore.. Rajasthan - Udaipur,-1
 Jodhpur,-1
 Ajmer,-1
 Jaipur.. Madhya Pradesh - Bhopal,-1
 Indore,-1
 Gwalior,-1
 Jabalpur.. .,-1
 Highlight of Activities:.,-1
 Managed the sales operation of the firm to accomplish business strategy goals..,-1
 Advised senior management on best routes and strategies to implement in order to achieve.,-1
 business development..,-1
 Customer relationship Management:.,-1
 Sustained sound relationship with existing clientele - Quantified client requirements through.,-1
 close contact..,-1
 Kept in close contact with clientele to identify new opportunities and customers - Maintained.,-1
 availability for addressing customer issues,-1
 queries and requirements..,-1
 Regularly updated contact database.. .,-1
 https://www.indeed.com/r/Punit-Raghav/f36e9e4d0857ac5b isid rex-download ikw download-top co IN.,-1
 Notable Initiatives:.,-1
 Motivated and organized relevant market data which was shared by sales staff..     Ensured internal communication was efficient throughout company  sales,-1
 marketing and.,-1
 customer support..     Tracked sales (using computer or spreadsheets) to provide accurate reports..,-1
 Participated in conferences,-1
 group meetings,-1
 trade shows and exhibitions to deliver.,-1
 presentations on customer sites - Demonstrated new products/services at various sites used by.,-1
 company s clients..,-1
 Monitored competitor activities closely to identify any business threats.. .,-1
 Sales marketing.,-1
 EDUCATION.,-1
 B.Com.,-1
 University of Mumbai -  Mumbai,-1
 Maharashtra,-1
Punit Raghav.,-1
 Sales Manager - Mukund Overseas - Magnum.,-1
 Thane,-1
 Maharashtra - Email me on Indeed: indeed.com/r/Punit-Raghav/f36e9e4d0857ac5b.,-1
 A competent professional with over 8 years of experience in:.,-1
 - Handling Dealer   Distributor - Business Development - Handling Projects.,-1
 - Architect   Interior Designer - Handling Carpenters   Contractors.,-1
 Core Functional Skills:.,-1
 Effectively meet deadlines,-1
 achieve targets and work under pressure..     Company success driven - passionate about company s product line..     Accounting-related computer literacy..     Supervising the performance of dealers / distributors with key emphasis on achieving revenue.,-1
 targets..,-1
 Excellent communication skills,-1
 written and verbal..,-1
 Effective presentation of complex issues..     High level of negotiation skills.. .,-1
 Willing to relocate to: Maharashtra - South india.,-1
 WORK EXPERIENCE.,-1
 Sales Manager.,-1
 Mukund Overseas - Magnum -  Mumbai,-1
 Maharashtra -.,-1
 August 2007 to Present.,-1
 Pune,-1
 Nashik,-1
 Kolhapur,-1
 Satara,-1
 Solapur,-1
 Nagpur,-1
 Aurangabad.. Andhra Pradesh - Hydrabad,-1
 Vijaywada,-1
 Guntur,-1
 Kakinada,-1
 Rajmandri,-1
 Vishakapattnam.. Karnataka - Belgaum,-1
 Hubli,-1
 Dhavangiri,-1
 Gulbarga,-1
 Shimoga,-1
 Chikmanglaur,-1
 Hassan,-1
 Manglore,-1
.,-1
 Banglore,-1
 Mandya,-1
 Mysore,-1
.,-1
 Kerala - Thallseri,-1
 Calicut,-1
 Trissur,-1
 Ernakulam,-1
 Kolam,-1
 Trivendrapuram,-1
 Kannur,-1
 Changnacheri.. Tamil Nadu - Chennai,-1
 Selam,-1
 Erode,-1
 Trichypalli,-1
 Trivenvelli,-1
 Madurai,-1
 Coimbatore.. Rajasthan - Udaipur,-1
 Jodhpur,-1
 Ajmer,-1
 Jaipur.. Madhya Pradesh - Bhopal,-1
 Indore,-1
 Gwalior,-1
 Jabalpur.. .,-1
 Highlight of Activities:.,-1
 Managed the sales operation of the firm to accomplish business strategy goals..,-1
 Advised senior management on best routes and strategies to implement in order to achieve.,-1
 business development..,-1
 Customer relationship Management:.,-1
 Sustained sound relationship with existing clientele - Quantified client requirements through.,-1
 close contact..,-1
 Kept in close contact with clientele to identify new opportunities and customers - Maintained.,-1
 availability for addressing customer issues,-1
 queries and requirements..,-1
 Regularly updated contact database.. .,-1
 https://www.indeed.com/r/Punit-Raghav/f36e9e4d0857ac5b isid rex-download ikw download-top co IN.,-1
 Notable Initiatives:.,-1
 Motivated and organized relevant market data which was shared by sales staff..     Ensured internal communication was efficient throughout company  sales,-1
 marketing and.,-1
 customer support..     Tracked sales (using computer or spreadsheets) to provide accurate reports..,-1
 Participated in conferences,-1
 group meetings,-1
 trade shows and exhibitions to deliver.,-1
 presentations on customer sites - Demonstrated new products/services at various sites used by.,-1
 company s clients..,-1
 Monitored competitor activities closely to identify any business threats.. .,-1
 Sales marketing.,-1
 EDUCATION.,-1
 B.Com.,-1
 University of Mumbai -  Mumbai,-1
 Maharashtra,-1
Bhupesh Singh.,-1
 Manager-Sales - Dion Global Solutions Ltd. .,-1
 Navi Mumbai,-1
 Maharashtra - Email me on Indeed: indeed.com/r/Bhupesh-.,-1
 Singh/89985037448d838f.,-1
 More than 12 years of experience in Business Development   Account Management in.,-1
 Financial Industry..     Adept at capturing requirements of information consumers and Relationship Management.. .,-1
 Areas of Exposure.,-1
 Business Development.,-1
 Responsible for acquiring new clients and growing existing business with cross selling.,-1
 opportunities..,-1
 Gathering market intelligence regarding competition products and offerings..,-1
 Responsible for providing design and functional inputs to Product Teams.. .,-1
 Account Management.,-1
 Coordinating with customers for renewal payments of subscribed services..,-1
 Focused on customer satisfaction by handling customer feedback and minimizing customer.,-1
 grievances.. .,-1
 Willing to relocate: Anywhere.,-1
 WORK EXPERIENCE.,-1
 Manager-Sales.,-1
 Dion Global Solutions Ltd -  Mumbai,-1
 Maharashtra -.,-1
 August 2011 to Present.,-1
 Major Responsibilities:.,-1
 Responsible for overall territory management for Mumbai,-1
 Kolkata   Hyderabad.,-1
 Revenue.,-1
 generation,-1
 Joint Calls,-1
 Lead   Pipeline Creation,-1
 Marketing Plan execution,-1
 Exploration of.,-1
 new business segments,-1
 new product launch.. .,-1
 Revenue management inclusive of contingency plan,-1
 Debtors aging,-1
 AMC   recurring.,-1
 collection   entire billing responsibility for assigned areas.. .,-1
 Acquisition   retention of existing client.,-1
 Maintenance the current base.,-1
 Direct interaction.,-1
 with stakeholders   senior management for maintaining healthy PR.. .,-1
 Product/Services - Financial Software,-1
 Data feeds   Databases,-1
 Research reports,-1
 Investor.,-1
 Relation Services and Digital Marketing.. Target Markets -BFSI domain,-1
 Broking houses,-1
 Fund Houses,-1
 Investment Banks,-1
 Corporates,-1
.,-1
 Private equity players,-1
 Management Institutes and Banks.. .,-1
 Manager-Marketing.,-1
 https://www.indeed.com/r/Bhupesh-Singh/89985037448d838f isid rex-download ikw download-top co IN.,-1
 https://www.indeed.com/r/Bhupesh-Singh/89985037448d838f isid rex-download ikw download-top co IN.,-1
 Capital Market Publishers India Private Limited -  Mumbai,-1
 Maharashtra -.,-1
 December 2007 to July 2011. .,-1
 Designation - Manager-Marketing.,-1
 Major Responsibilities:.,-1
 Responsible for overall territory management for Mumbai,-1
 Revenue generation,-1
 Lead  .,-1
 Pipeline Creation,-1
 Marketing Plan execution,-1
 Exploration of new business segments,-1
 new product.,-1
 launch.. .,-1
 Analyze the market trends to gain understanding of the Competitor s benchmarking.,-1
 Identify.,-1
 new market opportunities for business expansion.,-1
 Product/services - Financial Database (Capitaline,2
 Capitaline NAV   CSS),-1
 Newsletters and.,-1
 Financial data feeds.. .,-1
 Target Segment -BFSI domain,-1
 Broking Houses,-1
 Fund houses,-1
 Investment Banks,-1
 Banks  .,-1
 Research houses.. .,-1
 Relationship Manager.,-1
 Indiabulls -  Mumbai,-1
 Maharashtra -.,-1
 July 2005 to November 2007. .,-1
 Product/services - Financial Products like Demat Account,-1
 Research Base trading Calls etc.. .,-1
 Responsible for business development (Client Acquisition) in Mumbai.. Target Segment -Retail and HNI.. .,-1
 Summer Project:.,-1
 Kenstar Appliances.. Role: Marketing Executive.,-1
 Duration: Three Months.,-1
 Location: Chennai.,-1
 Details: Distribution channel,-1
 field sales,-1
 competitor strategies,-1
.,-1
 Collecting and analyzing responses.. .,-1
 Key learning: Actual marketing concepts put into practice,-1
 service enhancing methods.. .,-1
 EDUCATION.,-1
 MBA in MARKETING   FINANCE.,-1
 SCSVMV KANCHEEPURAM -  Kanchipuram,-1
 Tamil Nadu.,-1
 July 2003 to May 2005. .,-1
 B.Sc.,-1
 in Physics   Electronics.,-1
 Ewing Christian College -  Allahabad,-1
 Uttar Pradesh.,-1
 1999 to 2002. .,-1
 ADDITIONAL INFORMATION.,-1
 persistent nature,-1
 communication skills,-1
   clarity of thought.,-1
Saqib Syed.,-1
 Thane,-1
 Maharashtra - Email me on Indeed: indeed.com/r/Saqib-Syed/e496f196baa23549.,-1
 WORK EXPERIENCE.,-1
 Sales Manager.,-1
 Zoffec infotech -  Mumbai,-1
 Maharashtra -.,-1
 August 2015 to Present.,-1
 Taking care of 30 sales executive,-1
 3 Team Leader,-1
 Sales,-1
 recruitment,-1
 sourcing customer Data,-1
.,-1
 Complete Admin support,-1
 having good skill in communication   Msexcel.. .,-1
 Zonal Manager.,-1
 Tradeking india Put.,-1
 Ltd -  Mumbai,-1
 Maharashtra -.,-1
 October 2009 to June 2015. .,-1
 Taking care of 12 sales executive,-1
 Sales,-1
 complete relationship with logistic companies,-1
 Complete.,-1
